Source,"TIBIAL KNEE CENTRE ",,,MEDIAL PLATEAU,,,LATERAL PLATEAU,,,MEDIAL MALLEOLUS,,,LATERAL MALLEOLUS,,,TUBEROSITY,,,PCL,,,"ANKLE ",,,PCL OPP,,,Medial epicondyle,,,Lateral epicondyle,,,Plateau_Length,Knee_Centre_To_Ankle_Length
331_Tibia_L,-218.6134862,-496.1094183,1487.969754,-243.2529873,-479.0057993,1496.272488,-201.9619579,-522.8645849,1491.707482,-393.7621233,-593.454799,1974.104227,-378.2814898,-677.3982496,1970.797711,-193.1109155,-495.0492189,1567.424157,-246.812281,-518.470985,1492.80677,-386.0218129,-635.4265243,1972.4509,-198.3704669,-480.9486251,1501.754169,-256.5447238,-463.9043608,1498.773102,-190.3821225,-541.006567,1490.081787,60.4101106,531.1843227
332_Tibia_L,-186.1617185,-999.4106644,886.0997238,-207.143644,-990.3323901,899.5050848,-171.9820027,-1020.733226,877.4644168,-335.3106657,-1278.18538,1203.161526,-322.1280328,-1338.683272,1164.981779,-164.4448407,-1032.458753,945.146332,-210.1745834,-1017.961133,880.1458071,-328.7193546,-1308.434296,1184.071602,-168.9236455,-994.0991451,902.7204444,-218.4623076,-980.2602468,907.7790748,-162.1211195,-1033.420199,868.5410554,51.44261743,452.333422
333_Tibia_L,-94.31728467,-662.9735041,135.6176096,-104.9476025,-662.3861363,143.799123,-87.13324968,-670.1415855,126.4272937,-169.8823569,-865.6083306,204.1136477,-163.2034857,-882.480936,172.0363513,-83.31460933,-692.4315705,153.1533992,-106.4832027,-669.6045413,128.3060217,-166.542924,-874.0446074,188.0749845,-85.58375847,-664.8533725,144.2557113,-110.6821092,-660.0628109,149.9809403,-82.13731533,-673.4477061,119.2981644,26.06297397,229.170962
334_Tibia_L,-147.676368,-1005.143703,-335.1286251,-164.3206845,-1010.752312,-323.5748991,-136.4280354,-1007.668589,-353.2021022,-265.9916424,-1333.534118,-400.886747,-255.534265,-1331.300522,-457.5916837,-130.4490365,-1058.816228,-334.4124461,-166.7250355,-1008.411173,-350.234166,-260.762958,-1332.417273,-429.2392154,-134.0019346,-1014.455262,-324.8873041,-173.2994323,-1012.441511,-313.373673,-128.6056999,-1006.57041,-365.4572566,40.8078471,358.8221978
335_Tibia_L,-84.65113296,-402.9257257,-454.4502795,-94.19199763,-409.0213881,-450.3222224,-78.20335721,-398.9990939,-464.1460379,-152.4718829,-547.0995172,-581.2142334,-146.4774989,-529.738489,-608.7237296,-74.77607203,-429.7752967,-469.477849,-95.57022112,-400.2183711,-462.8855166,-149.4746933,-538.4189799,-594.9689681,-76.81266634,-410.4834708,-452.0350347,-99.33880065,-412.7837225,-445.742235,-73.71943356,-394.9414785,-469.9150361,23.39189771,205.6842672
336_Tibia_L,-153.817723,-221.1725241,-1081.213006,-171.1542196,-234.5153781,-1080.255095,-142.1016107,-206.1844603,-1092.9031,-277.053325,-332.8795632,-1411.680827,-266.161061,-280.5661754,-1439.197584,-135.8739657,-249.770837,-1129.254812,-173.6585594,-209.2483915,-1092.027259,-271.6071974,-306.7228449,-1425.439163,-139.5746167,-235.260007,-1084.278797,-180.5063629,-244.5970198,-1076.46609,-133.9539711,-194.5578912,-1098.2949,42.50490581,373.7443843
337_Tibia_L,-121.9273675,276.6952598,-829.8858328,-135.6695641,267.1560531,-834.5165189,-112.6403054,291.6174272,-831.9704767,-219.6130712,330.9877292,-1101.017763,-210.9790527,377.8055359,-1099.173619,-107.7038108,276.1039545,-874.1999615,-137.65469,289.1669833,-832.5835829,-215.2960655,354.3966326,-1100.095652,-110.6372221,268.2396259,-837.5738185,-143.0827684,258.7335231,-835.9111871,-106.1818803,301.7357604,-831.0637771,33.69254977,296.2575965
338_Tibia_L,-311.8142546,165.7477543,-394.0027172,-320.3302735,160.033518,-392.2890187,-307.6207647,174.6865259,-397.8657697,-443.6984535,198.2703746,-505.4002274,-438.6670206,226.3154749,-507.0295394,-317.7081366,165.3935468,-421.2517911,-320.7811616,173.2186454,-390.6916941,-441.1827273,212.2929248,-506.2148623,-308.2598958,160.6826067,-401.3725766,-324.5937582,154.9882005,-390.7921812,-303.9987458,180.7476742,-399.3297827,20.18272544,177.4661098
339_Tibia_L,-377.8974355,134.1118413,-149.9396648,-383.1715528,129.4882689,-145.293534,-376.5217955,141.3444891,-154.3431616,-515.380176,160.4269399,-174.6432585,-512.5136693,183.119133,-177.8205118,-393.0515009,133.8252406,-166.6494168,-382.8412798,140.1567797,-143.9918283,-513.9469073,171.7730365,-176.2318743,-378.3883883,130.0134674,-156.5419122,-385.5535305,125.4059402,-142.5197952,-374.5760317,146.2487592,-156.834384,16.33049262,143.5935398
340_Tibia_L,-980.2872245,326.8411359,144.024438,-985.7571365,315.5731252,160.2571524,-982.7496714,344.4676689,133.0542684,-1300.556781,390.9731069,259.413861,-1298.37842,446.2757714,249.2150869,-1032.632466,326.1426675,127.2231259,-983.4738916,341.5731277,162.6020456,-1299.467555,418.6244391,254.3144781,-989.3685148,316.8530754,130.6881634,-987.4045624,305.6241681,169.0138623,-981.6786493,356.4197622,125.4253737,39.79869847,349.9487835
341_Tibia_L,-636.6461234,267.8221764,503.8425567,-633.8770574,258.5888736,517.6030975,-642.8882056,282.2658186,497.0665398,-816.6468948,320.373591,716.9465794,-819.2796053,365.6900409,708.8165789,-680.6763203,267.249833,513.3661386,-631.2960333,279.8939558,518.3316613,-817.963216,343.0318159,712.8815634,-648.5546515,259.6376983,498.0992746,-631.4584045,250.4364379,524.4922149,-645.2538194,292.0596764,491.2139297,32.61209467,286.7571869
342_Tibia_L,-463.4185532,414.4994959,1167.967682,-449.0587559,400.2094196,1184.268398,-477.0284415,436.8534417,1163.715992,-539.7699554,495.8315765,1592.885617,-549.5898928,565.9663425,1584.026104,-515.0633873,413.6136991,1214.804356,-445.0355738,433.1825883,1183.247623,-544.6798906,530.8989595,1588.455813,-483.8241206,401.8326507,1169.485071,-440.4859608,387.5921653,1191.630377,-484.7280633,452.0110705,1157.702219,50.47265656,443.8045836
343_Tibia_L,243.7266216,553.0997864,1658.899676,271.1965755,534.0313961,1668.156182,225.1622558,582.9284419,1663.066773,438.9953874,661.6276781,2200.878649,421.7364224,755.2140985,2197.192298,215.2944536,551.917797,1747.481371,275.1647415,578.030129,1664.292341,430.3659119,708.4208883,2199.035396,221.1581938,536.1974031,1674.267569,286.0151948,517.1951859,1670.944053,212.2521916,603.1544767,1661.254327,67.34969757,592.2039053
344_Tibia_L,687.2509168,365.3145885,868.3975305,706.0205585,352.7201863,864.6204713,678.0082997,385.0159937,876.9118504,977.9288935,436.9957265,1113.922037,966.8394168,498.8082339,1117.513105,700.2412653,364.5339012,928.4555641,707.0143335,381.7807273,861.099905,972.3841337,467.9019802,1115.717524,679.4169698,354.1508033,884.6409913,715.4174469,341.6001076,861.3213824,670.0252272,398.3750037,880.138593,44.483523,391.1423059
345_Tibia_L,830.166017,294.6172233,329.387825,841.7522109,284.460148,319.1811934,827.1440076,310.5059217,339.0614374,1132.18844,352.4262967,383.6567405,1125.891291,402.2765624,390.6365383,863.4565053,293.9876183,366.0958494,841.0266663,307.896759,316.3216032,1129.039832,377.3514296,387.1466156,831.2445435,285.6139054,343.8916583,846.9849455,275.4920782,313.0878372,822.8695491,321.2796344,344.5341611,35.87486631,315.4466422
346_Tibia_L,1320.381789,440.233304,-193.991353,1327.749397,425.0560418,-215.8557414,1323.698541,463.9750734,-179.2152632,1751.763611,526.6148097,-349.4132426,1748.829504,601.1038261,-335.6761713,1390.887353,439.2925134,-171.3611015,1324.674018,460.0763185,-219.0141567,1750.296496,563.8593179,-342.5447125,1332.613684,426.7800498,-176.0282769,1329.96837,411.6554573,-227.650448,1322.255946,480.0737492,-168.9396486,53.60620391,471.3577699
347_Tibia_L,325.118717,136.7698619,-257.2993687,323.7046266,132.0546529,-264.3265211,328.3063871,144.1458566,-253.839032,417.0404577,163.6065108,-366.126084,418.3849149,186.7484503,-361.974303,347.6038004,136.477581,-262.1628158,322.3865644,142.9346076,-264.6985798,417.7126689,175.1774805,-364.0501854,331.2000945,132.5902605,-254.366423,322.4694831,127.8914147,-267.8446153,329.5144449,149.1473266,-250.8502553,16.65415366,146.4394822
348_Tibia_L,155.0489467,138.6817809,-390.774512,150.2444963,133.9006575,-396.228348,159.6024952,146.1608853,-389.3519963,180.5943299,165.8935819,-532.9420575,183.8798499,189.3590248,-529.9778729,172.3280934,138.3854141,-406.4449611,148.8984343,144.9327041,-395.8868207,182.2370787,177.6263033,-531.4599493,161.8761696,134.4437525,-391.2821944,147.3762408,129.6792211,-398.691493,162.1786075,151.2322714,-387.3399295,16.88696366,148.4865739
349_Tibia_L,-172.9993033,392.5951013,-1177.501605,-192.4977186,379.0601899,-1184.071955,-159.8221529,413.7677438,-1180.459448,-311.6027937,469.6291551,-1562.203055,-299.3522282,536.0576208,-1559.586451,-152.8179,391.7561149,-1240.377673,-195.3143578,410.2908782,-1181.329367,-305.4775159,502.843388,-1560.894698,-156.9800344,380.5976408,-1188.409872,-203.0161051,367.1096996,-1186.050811,-150.6584756,428.1243616,-1179.172957,47.80540867,420.3515497
350_Tibia_L,-211.7655006,155.0969751,-720.4284376,-217.9563844,141.9605481,-724.4483616,-211.260482,170.3465561,-722.2381284,-308.7715442,153.5133822,-955.7995516,-322.6018743,192.4586941,-954.1986399,-200.8155532,160.8262046,-758.8977755,-229.0027095,157.6467468,-722.7703692,-315.6867119,172.9860366,-954.9990622,-199.6073625,153.6405362,-727.1024201,-219.8738196,132.4107566,-725.6590807,-210.7969192,180.7568303,-721.4510175,29.24868698,257.1828427
351_Tibia_L,-440.3368411,47.98390092,-1215.711619,-438.300468,23.56276192,-1222.495177,-452.4655184,70.6958081,-1218.765443,-580.7657367,-36.17845225,-1612.896659,-633.8372387,9.067158318,-1610.195145,-429.1685341,65.59555277,-1280.628019,-467.6787203,37.16638911,-1219.663591,-607.3014903,-13.55565142,-1611.545845,-421.3400281,56.11378816,-1226.973859,-433.0450546,7.988835811,-1224.538246,-460.5716525,86.30055401,-1217.437206,49.35669773,433.9919873
352_Tibia_L,-385.2304551,-169.7540293,-1155.412988,-371.9494435,-188.8866761,-1161.860086,-406.0059224,-156.8240676,-1158.315345,-460.8194359,-305.7574727,-1532.897868,-526.0017776,-293.7367143,-1530.330349,-384.407207,-149.9512066,-1217.109571,-402.5942788,-191.6504783,-1159.168945,-493.4106067,-299.7470984,-1531.614055,-373.4580535,-154.035264,-1166.116628,-360.2231311,-199.2077494,-1163.80182,-420.093226,-147.8322906,-1157.052988,46.90863255,412.4662241
353_Tibia_L,-139.7269667,-190.7796785,-649.0344523,-127.8923509,-196.3570497,-652.6560044,-153.4653242,-190.3247069,-650.6648038,-138.3003067,-278.1724868,-861.0804432,-173.3861638,-290.6322402,-859.6381809,-144.8884333,-180.9148636,-683.691504,-142.0240577,-206.3086912,-651.1442999,-155.8432339,-284.4023659,-860.3592819,-138.4148599,-179.8264038,-655.0470475,-119.2889375,-198.0844683,-653.746742,-162.843947,-189.9070829,-649.9556951,26.35016134,231.6961917
354_Tibia_L,-46.82846111,-429.7336449,-1186.4376,-22.99537676,-427.7463072,-1193.057812,-68.99347149,-441.5702668,-1189.417889,35.30728457,-566.7810493,-1574.058528,-8.848823513,-618.5746034,-1571.422067,-64.01602898,-418.8342678,-1249.790831,-36.27143216,-456.4171388,-1190.29441,13.22923488,-592.6778289,-1572.740242,-54.76258279,-411.1942702,-1197.428648,-7.79646673,-422.6174428,-1195.051685,-84.2224592,-449.4812073,-1188.121636,48.16820131,423.5415743
355_Tibia_L,239.6935266,-543.9473023,-1631.448838,266.7089181,-525.1944485,-1640.552171,221.4363568,-573.2823647,-1635.54698,431.7310594,-650.679316,-2164.45935,414.7576891,-742.717104,-2160.833999,211.7318432,-542.7848721,-1718.564717,270.6114205,-568.4651072,-1636.752267,423.2443812,-696.69821,-2162.646598,217.4985525,-527.3246133,-1646.562429,281.2823246,-508.6368375,-1643.29391,208.7399234,-593.1737068,-1633.764525,66.23522045,582.4043409
356_Tibia_L,194.4922746,-142.4460707,-661.664743,200.1781822,-130.3811519,-665.3567709,194.0284492,-156.4517784,-663.3268214,283.5857578,-140.9916478,-877.8371752,296.2879796,-176.76028,-876.3668462,184.4354892,-147.7079801,-696.9962252,210.3234839,-144.7878634,-663.8156486,289.9368711,-158.8759625,-877.1019799,183.3258479,-141.1084302,-667.794344,201.9392166,-121.610315,-666.4687345,193.6026982,-166.0129104,-662.6039134,26.86293873,236.2050283
357_Tibia_L,337.18018,-36.74282695,-930.9097585,335.6208632,-18.04276991,-936.1041487,346.467501,-54.13406983,-933.2481709,444.7111333,27.70301257,-1235.047207,485.3497012,-6.943016774,-1232.978571,328.6282456,-50.22863914,-980.6183488,358.1167424,-28.45950781,-933.9359119,465.0304192,10.38000131,-1234.012846,322.6337051,-42.9681449,-939.5336205,331.596623,-6.117310308,-937.6685931,352.6746305,-66.08312915,-932.2310967,37.79402189,332.321721
358_Tibia_L,214.6293937,94.5776844,-643.7330849,207.2299386,105.2373514,-647.3250559,226.2043507,87.37381508,-645.3501196,256.7434502,170.3513835,-854.0470666,293.059495,163.6540727,-852.6165848,214.1707248,83.54463188,-678.107055,224.3035691,106.7771912,-645.8256992,274.9014726,167.0027309,-853.3317957,208.0704538,85.8200459,-649.6965687,200.6966771,110.9876904,-648.4068843,234.0530278,82.36408749,-644.646803,26.13493099,229.803678
359_Tibia_L,243.859011,332.9589472,-1132.729804,223.2046036,342.6928752,-1139.050332,267.8359308,332.1649063,-1135.575182,241.3691274,485.4815727,-1502.803863,302.6028506,507.2270039,-1500.286749,252.8670799,315.7423422,-1193.215154,247.8680177,360.0610147,-1136.412024,271.9859866,496.3542924,-1501.545253,241.5690518,313.8427036,-1143.223309,208.1894643,345.707659,-1140.953946,284.2040074,331.4360464,-1134.337607,45.98771754,404.3686449
360_Tibia_L,36.0605417,330.9190107,-913.6235004,17.70772994,329.3886492,-918.7214349,53.12884296,340.0338735,-915.9184903,-27.18858953,436.4531992,-1212.113357,6.814090443,476.337141,-1210.083134,49.29593303,322.525879,-962.4090415,27.93103726,351.4667977,-916.5934605,-10.18725289,456.3951721,-1211.098203,42.17026043,316.6426523,-922.0872241,6.003716693,325.4391359,-920.2568288,64.8560177,346.1257415,-914.9203024,37.09221679,326.1507692
361_Tibia_R,-563.3732274,491.7912984,-1573.302511,-526.991828,500.5229521,-1581.486973,-599.2052162,499.2675631,-1581.770086,-498.9871358,476.9658305,-2141.542631,-573.7069043,531.0368162,-2162.519597,-583.8324039,455.1847602,-1628.982712,-560.2884416,525.978734,-1593.124486,-536.34702,504.0013233,-2152.031115,-558.0183866,463.4666028,-1579.833061,-509.9294326,502.8917318,-1583.512465,-616.186597,495.480679,-1585.219373,72.22485438,579.4879616
362_Tibia_R,-540.9206092,1164.229971,-1072.122464,-505.9891503,1175.419577,-1074.736102,-575.3245536,1174.511622,-1075.574192,-479.1005542,1424.699202,-1551.737635,-550.8424488,1479.730293,-1543.222189,-560.5644078,1160.521799,-1135.994972,-537.9587641,1202.173193,-1072.192186,-514.9715015,1452.214748,-1547.479913,-535.7791797,1143.812819,-1091.150611,-489.6067578,1178.361627,-1075.283134,-591.6291602,1173.018696,-1080.260293,69.34641251,556.3931095
363_Tibia_R,-412.9776556,1179.040231,-264.4439752,-386.3084702,1187.436361,-261.9006019,-439.2440985,1187.155963,-262.8013342,-365.7797841,1534.345183,-482.1283561,-420.5527008,1567.480318,-455.4907175,-427.9751428,1200.97087,-308.0911265,-410.7163703,1204.154374,-250.0057837,-393.1662425,1550.912751,-468.8095371,-409.0523189,1172.804422,-284.8190804,-373.8009748,1189.590425,-261.1392053,-451.6922066,1187.957714,-266.469622,52.94403352,424.7904732
364_Tibia_R,-140.2004673,391.5304038,122.386664,-131.1466306,393.5671805,124.5596141,-149.1175783,393.6376356,124.2471993,-124.1774124,532.942041,118.6972136,-142.7720953,538.1623466,132.1532621,-145.2919164,405.38692,113.2767995,-139.4327908,396.4632796,130.8945131,-133.4747539,535.552194,125.4252379,-138.8678673,393.1555897,115.3378101,-126.9005009,394.0712424,125.1491061,-153.3435468,394.4960217,123.3047993,17.97380116,144.2107631
365_Tibia_R,-132.6437774,262.9043357,285.4908068,-124.077935,263.5452483,288.2347057,-141.0802634,263.7507635,288.0120583,-117.484352,380.5148813,349.3626985,-135.0767967,378.4267357,362.8573439,-137.4608015,278.5670606,284.5814942,-131.917478,262.9214329,294.7951894,-126.2805743,379.4708087,356.1100213,-131.3830034,267.5703907,280.4841419,-120.0606682,263.6793906,288.9561511,-145.0784556,264.8998825,287.6459653,17.00502806,136.4379216
366_Tibia_R,-125.6121751,80.43385028,358.6194214,-117.5004181,79.66025236,361.1732064,-133.601433,79.93422103,361.0879199,-111.2563686,146.6452014,466.6897424,-127.9162172,138.5430398,476.7681968,-130.1738431,93.709662,365.289892,-124.9243777,76.04229877,366.2581934,-119.5862929,142.5941207,471.7289698,-124.4182362,86.63118624,356.7227245,-113.6961113,79.42866432,361.8283912,-137.3876765,81.04997538,361.3317825,16.10357145,129.2051873
367_Tibia_R,-288.9655018,-252.2496854,806.9786199,-270.3047476,-256.7283268,811.1765958,-307.3444523,-256.0844124,811.3218101,-255.9405756,-244.6454036,1098.440449,-294.2658533,-272.3795037,1109.199959,-299.4594265,-233.4734529,835.5381193,-287.3832529,-269.7851113,817.1457111,-275.1032145,-258.5124536,1103.820204,-286.2188959,-237.7213771,810.328271,-261.5531005,-257.9433217,812.2155117,-316.0545453,-254.1420431,813.0910193,37.04558593,297.231074
368_Tibia_R,-321.5725118,-692.1244077,637.3673103,-300.8060688,-698.7765288,638.921095,-342.0253521,-698.2367577,639.419332,-284.8210366,-846.9710584,922.4942821,-327.4709576,-879.6865546,917.4319245,-333.2505761,-689.9199323,675.3389506,-319.8117212,-714.6813171,637.4087595,-306.1459971,-863.3288067,919.9631037,-318.5159775,-679.9865913,648.6793752,-291.0668816,-700.5255517,639.2463005,-351.7182963,-697.3492267,642.2051776,41.22582817,330.7707757
369_Tibia_R,-180.0852589,-514.1386279,115.3148629,-168.4557504,-517.7998895,114.2057858,-191.5391453,-517.6776176,114.598564,-159.503901,-669.0748171,210.2394855,-183.3884738,-683.5239027,198.6237334,-186.6251438,-523.7018205,134.3478746,-179.0991906,-525.0900363,109.0188674,-171.4461874,-676.2993602,204.4316096,-178.3735554,-511.4194077,124.1997409,-163.0016646,-518.7392023,113.8737671,-196.9673343,-518.0272338,116.1981774,23.08706013,185.2364197
370_Tibia_R,-297.1888476,-829.9435212,-259.4281768,-277.9970478,-834.2609626,-264.0342709,-316.090824,-834.4103094,-263.3720321,-263.224102,-1129.699737,-251.6074933,-302.6400359,-1140.765439,-280.1308471,-307.9814071,-859.3157634,-240.1176126,-295.5615712,-840.3999463,-277.4626238,-282.9320689,-1135.232588,-265.8691702,-294.3640791,-833.3884963,-244.4864237,-268.9963475,-835.3294439,-265.283842,-325.0487878,-836.2298665,-261.3743871,38.0998248,305.6896407
371_Tibia_R,-339.227692,-672.360459,-730.1238656,-317.3211165,-673.9995505,-737.1412058,-360.8034473,-674.5251421,-736.5717998,-300.4584638,-973.1416546,-893.4720064,-345.4499781,-967.8013602,-927.9836698,-351.5469129,-712.4168426,-727.7983587,-337.3702293,-672.4041838,-753.919209,-322.9542209,-970.4715078,-910.7278384,-336.0033459,-684.2935861,-717.3196511,-307.0472222,-674.3426107,-738.9862547,-371.0285597,-677.463938,-735.635541,43.48923501,348.9309649
372_Tibia_R,-101.6011902,-65.05878045,-290.0686977,-95.0400096,-64.43305711,-292.1343223,-108.0632877,-64.6546562,-292.0653385,-89.98952101,-118.6137171,-377.4811896,-103.4648106,-112.0602977,-385.63313,-105.2908875,-75.79689776,-295.4640963,-101.0448664,-61.50668162,-296.2473052,-96.72716583,-115.3370075,-381.5571599,-100.6354748,-70.0714849,-288.5345577,-91.96290264,-64.24573752,-292.6642674,-111.1257841,-65.55713217,-292.2625863,13.02534596,104.5073918
373_Tibia_R,-110.2356512,96.22916285,-307.8492523,-103.1168762,97.93769192,-309.450712,-117.2469227,97.69204902,-309.5061089,-97.63717761,93.32825271,-419.037212,-112.2576493,103.908362,-423.1417903,-114.2389132,89.06633476,-318.744238,-109.6320489,102.9186434,-311.7278327,-104.9474135,98.61830735,-421.0895013,-109.1878656,90.68684895,-309.1270899,-99.77826482,98.40119276,-309.8470416,-120.5696818,96.95106665,-310.1810335,14.1322901,113.3888331
374_Tibia_R,-556.5259226,214.7387683,-471.9416923,-544.5552754,218.5514111,-482.9795179,-571.9243358,218.0032503,-467.3207278,-656.2384636,208.265285,-700.8767551,-689.0732487,231.8751718,-692.4960755,-576.4187638,198.754665,-488.5302634,-559.6870156,229.6665798,-480.1107856,-672.6558563,220.0702284,-696.6864156,-555.9267773,202.3708995,-475.5802833,-538.5453996,219.5857296,-487.4705655,-579.098847,216.349722,-464.9176371,31.5367033,253.0311772
375_Tibia_R,-1345.185495,402.3524409,-244.422984,-1336.101931,409.4961261,-273.5481933,-1365.842731,408.4690463,-222.4988672,-1721.46068,390.2231836,-522.4912797,-1766.888915,434.4606338,-478.1313144,-1393.005623,372.4032937,-252.7041083,-1357.968012,430.3224319,-254.7171794,-1744.174798,412.3419087,-500.3112973,-1347.622071,379.1789718,-250.8884745,-1330.557362,411.4341113,-286.4659265,-1375.233188,405.370858,-211.8780938,59.08979415,474.1002871
376_Tibia_R,-1182.614867,369.668069,423.4745384,-1188.766937,376.2314498,396.1274874,-1188.979746,375.287803,450.4086101,-1609.747736,358.5241099,375.0770124,-1625.515633,399.1680109,431.2421227,-1224.468378,342.1517865,438.853225,-1197.514584,395.3659683,421.1557767,-1617.631685,378.8460604,403.1595675,-1187.52373,348.3770547,419.4494292,-1190.289452,378.0120063,383.3020821,-1191.572495,372.4412904,463.1731187,54.28974156,435.5876095
377_Tibia_R,-428.3572778,194.9073704,505.1300471,-438.3757462,198.3679108,494.2649043,-424.1630652,197.8703733,519.1063973,-636.1498969,189.0317215,595.6340082,-628.5431836,210.4612053,625.4364593,-443.4138733,180.3994193,523.1857591,-435.7719449,208.4565795,507.9992091,-632.3465405,199.7464634,610.5352339,-431.6598403,183.6816899,504.5862336,-442.4520399,199.3067086,488.8100482,-421.981903,196.3695505,525.6183332,28.6242488,229.6634266
378_Tibia_R,-155.8074327,256.4795661,857.4885024,-174.3732976,261.0333082,851.6981847,-141.8319044,260.3785963,870.6564576,-333.0620696,248.7477709,1097.345122,-304.7848095,276.9469338,1126.30335,-161.0862355,237.388482,887.9714438,-162.3694677,274.309037,865.6367182,-318.9234397,262.8473524,1111.824236,-159.9288597,241.7076381,859.0416978,-182.6077067,262.2686769,848.1637994,-135.0616922,258.4036561,876.6424049,37.66678949,302.215231
379_Tibia_R,401.12675,350.1597797,1120.205385,375.2228699,356.3767948,1126.032794,426.6394447,355.4829466,1126.234373,355.2832799,339.6039146,1524.797405,408.4844198,378.1029375,1539.733192,415.6938657,324.0955988,1159.850183,398.930355,374.501538,1134.318807,381.8838499,358.8534261,1532.265299,397.3140557,329.9923444,1124.855194,363.0742926,358.063387,1127.474963,438.7303389,352.7866515,1128.690297,51.42473882,412.6005834
380_Tibia_R,405.0135962,156.2768547,343.4571405,396.3019177,159.0515183,351.4899549,416.2198427,158.6525924,340.0942181,477.5797303,151.5657557,510.0653959,501.4753548,168.7479296,503.9663283,419.4906777,144.6443703,355.5295284,407.3140921,167.1406194,349.4022253,489.5275427,160.1568426,507.0158623,404.5775662,147.276097,346.1051372,391.9282106,159.804247,354.7583297,421.4411171,157.4492317,338.3453609,22.95094106,184.1442829
381_Tibia_R,1373.354995,410.7780945,249.5414403,1364.081212,418.0713754,279.27656,1394.444813,417.0227876,227.1582111,1757.50975,398.3948387,533.432758,1803.889297,443.5586643,488.1438517,1422.176523,380.2017828,257.9959795,1386.40519,439.3338044,260.0512062,1780.699524,420.9767515,510.7883052,1375.842595,387.1193503,256.1423245,1358.420535,420.0499439,292.4648031,1404.031916,413.8597202,216.3150282,60.327192,484.0284107
382_Tibia_R,1514.381627,473.3734939,-542.2746476,1522.259577,481.7781433,-507.2557478,1522.532087,480.5697691,-576.7647123,2061.3409,459.1032464,-480.2998439,2081.532269,511.1492494,-552.2213236,1567.97658,438.137887,-561.9676188,1533.46126,506.2805947,-539.3053884,2071.436585,485.1262479,-516.2605838,1520.667605,446.1095708,-537.1203479,1524.209214,484.0582111,-490.8323468,1525.852197,476.9247055,-593.1101328,69.52000126,557.7858774
383_Tibia_R,1062.756912,483.5663261,-1253.230602,1087.612791,492.1519471,-1226.274119,1052.351046,490.9175538,-1287.906008,1578.291616,468.988807,-1477.771459,1559.419316,522.1554815,-1551.711514,1100.112414,447.5720146,-1298.026929,1081.152745,517.1819933,-1260.34901,1568.855466,495.5721442,-1514.741487,1070.950589,455.7153473,-1251.881397,1097.726099,494.4811101,-1212.740589,1046.93957,487.1940036,-1304.06216,71.01692847,569.7963048
384_Tibia_R,305.8247034,503.4277624,-1683.110763,342.2664829,512.3660192,-1671.745309,278.3930094,511.0809258,-1708.957321,653.7467878,488.2515034,-2153.910378,598.2431154,543.6018835,-2210.750681,316.1861365,465.9550628,-1742.943829,318.704913,538.4241201,-1699.104388,625.994952,515.9266934,-2182.33053,313.9143956,474.4328652,-1686.159433,358.4292916,514.7908474,-1664.807884,265.1041818,507.2044388,-1720.706765,73.93379416,593.1994497
385_Tibia_R,-394.6254797,344.4845577,-1102.049632,-369.1414373,350.6008104,-1107.782594,-419.7246769,349.7214492,-1107.980906,-349.5250186,334.099777,-1500.084219,-401.8639,371.9748261,-1514.777934,-408.9564985,318.8428125,-1141.051887,-392.4646829,368.4317964,-1115.934311,-375.6944593,353.0373016,-1507.431077,-390.8745797,324.6439865,-1106.62408,-357.1897583,352.2600671,-1109.201389,-431.6196077,347.0688544,-1110.397025,50.5912713,405.9133515
386_Tibia_R,-421.3729172,82.81538496,-903.4546753,-405.787221,97.60354349,-908.1545284,-441.3390125,76.24528832,-908.3171033,-385.0965538,93.92913682,-1229.761403,-437.7801204,99.36545429,-1241.807235,-421.0369274,58.73644103,-935.4285252,-429.6547431,100.7027487,-914.8372644,-411.4383371,96.64729556,-1235.784319,-410.5773166,70.26679361,-907.2047845,-397.9820936,103.6805175,-909.3176489,-448.6966839,69.4863417,-910.2978253,41.47446652,332.7656979
387_Tibia_R,-602.3197175,-205.9967231,-1339.236883,-593.2721446,-175.4606362,-1346.203715,-623.0816691,-229.2294882,-1346.444708,-563.9870467,-164.8422539,-1822.937966,-635.6490284,-196.9111291,-1840.794116,-584.0416668,-236.6591259,-1386.633349,-626.2092162,-189.1720424,-1356.109875,-599.8180375,-180.8766915,-1831.866042,-579.1601186,-214.1045877,-1344.795861,-587.7563886,-161.8743302,-1347.927868,-627.5175406,-243.3596356,-1349.380833,61.47971433,493.2755444
388_Tibia_R,-302.5948611,-346.6385925,-968.0391992,-307.9673709,-324.2534374,-973.0750269,-307.194941,-368.6857001,-973.2492237,-293.4728811,-307.0223966,-1317.672348,-326.742283,-352.996813,-1330.579291,-280.0711801,-359.2269439,-1002.298737,-323.6300896,-344.7405509,-980.2354862,-310.1075821,-330.0096048,-1324.12582,-285.1669249,-343.3438061,-972.0573894,-309.4248601,-313.7550955,-974.3212945,-304.8649045,-379.1341944,-975.3715399,44.43931774,356.5538469
