Source,HIP CENTRE ,,,FEMUR KNEE CENTRE ,,,MEDIAL EPICONDYLE,,,LATERAL EPICONDYLE,,,MEDIAL DISTAL CONDYLE,,,LATERAL DISTAL CONDYLE,,,MEDIAL POSTERIOR CONDYLE,,,LATERAL POSTERIOR CONDYLE,,,Medial Anterior Cortex,,,Lateral Anterior Cortex,,,Medial Posterior Proximal,,,Lateral Posterior Proximal,,,MA Length,TEA Length,AP Length
194_Femur_R,-565.1535418,288.422781,-268.6346141,-764.2781247,326.5288614,-595.2692403,-725.3700881,312.5029415,-597.2625058,-783.2507607,336.4700485,-564.5865718,-749.2331237,324.3240163,-615.1544508,-781.6611306,328.2189873,-594.5680243,-733.0645364,345.1309403,-603.6727428,-774.2908513,356.2635288,-580.5161175,-755.8347924,296.4839334,-592.1066848,-783.0418321,302.1793555,-573.5500472,-730.417998,334.3788352,-586.780754,-765.4533455,346.9165437,-566.6898513,384.4383591,70.65628876,54.94351223
195_Femur_R,-882.2473566,407.9492533,70.62505013,-1357.157067,461.8470315,-188.6534544,-1310.907542,442.0085723,-218.6110804,-1358.698001,475.9079868,-137.6521023,-1352.791127,458.7284674,-223.6511487,-1377.953928,464.2375694,-175.5011375,-1324.86598,488.1580745,-221.0215305,-1358.988329,503.9041648,-163.5010096,-1344.578091,419.3510612,-190.7507657,-1364.781113,427.4067466,-148.7793854,-1309.678052,472.9501453,-202.2018706,-1338.385071,490.6836571,-152.8149061,543.7550427,99.93725236,77.71287925
196_Femur_R,-662.3395402,370.7802064,456.5224454,-1153.978112,419.7672536,468.2589928,-1131.188243,401.7363149,423.6609213,-1132.013752,432.547088,509.1034531,-1166.446086,416.9328279,438.7275272,-1164.370749,421.9399849,488.0624562,-1143.270625,443.6810465,428.106936,-1143.989157,457.9924799,488.8891951,-1145.030057,381.1431735,460.8917163,-1141.85862,388.4648898,503.1093785,-1122.763419,429.8587412,436.0182064,-1122.915681,445.9765183,487.9374149,494.2124671,90.83177552,70.63230833
197_Femur_R,-203.8119095,218.8251053,428.779526,-451.628175,247.7360223,579.8544781,-453.1404568,237.094618,550.3351205,-428.3493683,255.2783575,594.2489342,-466.7149975,246.0632159,568.4399015,-451.0961655,249.0183134,593.0428888,-458.0038757,261.8493384,556.1728649,-440.4350451,270.2955846,587.4510901,-449.228758,224.9410665,573.4485587,-435.149918,229.2621584,594.090421,-445.1879975,253.6917632,554.1649477,-429.9451173,263.2040678,580.746113,291.6717054,53.60661792,41.68540298
198_Femur_R,32.40448109,187.1769838,404.7964247,-86.55876753,211.906588,622.6964856,-100.3040509,202.8042231,601.4760851,-63.1581137,218.3580943,623.4035034,-102.6165561,210.4757154,620.6932869,-80.52416643,213.0034246,632.2385887,-101.4100237,223.9787309,607.8805538,-75.01821753,231.2034179,623.5367129,-87.52106468,192.408409,616.9249472,-68.26358031,196.1045523,626.1945826,-92.77510857,217.0009651,600.9119652,-70.11517478,225.1375292,614.0834399,249.4879644,45.85362835,35.65654862
199_Femur_R,118.6530335,96.3680903,172.1461813,121.7034354,109.1001297,299.9261152,110.1121182,104.4137761,294.0028861,132.3191656,112.4216884,294.217441,114.0280232,108.3634448,303.1666195,126.8504792,109.6648361,302.6272264,111.2676652,115.3154737,297.1431726,127.0653538,119.0351046,297.3299234,119.7886343,99.06149013,297.6004599,130.7612682,100.9644499,296.7761836,113.3238538,111.7229703,291.8132217,126.8179802,115.9120812,291.8527956,128.4489054,23.6077455,18.35777786
200_Femur_R,279.3959861,142.5880957,132.8053836,377.837569,161.4266681,294.2843389,358.602532,154.4926485,295.2697531,387.2171056,166.3413109,279.1156921,370.3997444,160.3366548,304.1150266,386.4312373,162.2622187,293.9376774,362.4064504,170.6230118,298.4387937,382.7875788,176.1266498,286.9908107,373.6634234,146.5733023,292.7208605,387.1138172,149.3889585,283.5469818,361.0980764,165.307474,290.0878704,378.418565,171.5057638,280.1554943,190.0554921,34.93047824,27.16252433
201_Femur_R,168.8920601,78.09532019,-13.52002941,259.8058823,88.41318255,36.1146682,250.952155,84.61542877,41.84957365,260.1008693,91.10492618,26.35128001,258.9700934,87.81618364,42.81441362,263.7871068,88.87081256,33.59686876,253.6242732,93.45000836,42.31101553,260.1564479,96.46434397,31.29963737,257.3978397,80.27801284,36.5161647,261.2653833,81.82014419,28.48141931,250.7167888,90.53869502,38.70829448,256.2122857,93.93349051,29.2539548,104.0931533,19.13137882,14.87688026
202_Femur_R,390.4943642,218.6002377,-269.1511396,680.348857,247.4814455,-276.0706354,666.9126741,236.8509765,-249.7770283,667.3993678,255.0160301,-300.1512324,687.6995787,245.8103581,-258.6598208,686.4760258,248.7624189,-287.7461286,674.0360629,261.5802585,-252.3982574,674.4596861,270.0178253,-288.2335476,675.0733679,224.7099141,-271.727123,673.2035894,229.0265656,-296.6173163,661.9456653,253.4310661,-257.0624913,662.0354341,262.9335958,-287.6724083,291.3719797,53.55153109,41.64256648
203_Femur_R,168.7760559,181.2084401,-355.0710918,373.9919924,205.1494873,-480.1758251,375.2443086,196.3373711,-455.73093,354.7148795,211.3952734,-492.0958327,386.4853466,203.7642412,-470.723447,373.5514368,206.2113489,-491.09711,379.2716917,216.8366837,-460.5651493,364.7229937,223.830996,-486.4665576,372.005042,186.27305,-474.8711016,360.3463951,189.8513338,-491.9645684,368.6588999,210.0814192,-458.9023988,356.0363147,217.9585313,-480.9141853,241.5325001,44.391486,34.51956219
204_Femur_R,-72.73413992,420.1319223,-908.5940833,194.2872497,475.6392604,-1397.686116,225.1395062,455.2083615,-1350.055432,141.7628341,490.1201208,-1399.273067,230.330087,472.4275661,-1393.189795,180.7421625,478.1011874,-1419.104038,227.62194,502.7360353,-1364.430713,168.3836725,518.9523541,-1399.572065,196.4471934,431.8742246,-1384.731491,153.2224135,440.1704785,-1405.537841,208.2402649,487.0739487,-1348.789226,157.3784477,505.3370399,-1378.353528,559.9933067,102.9216983,80.03363436
205_Femur_R,-155.2142094,126.0624908,-225.1904788,-159.2045475,142.7177197,-392.3439079,-144.0415375,136.5873357,-384.5955235,-173.0913579,147.0627676,-384.8761903,-149.1640706,141.7540362,-396.5829257,-165.9375766,143.456432,-395.8773266,-145.5531492,150.84823,-388.7034428,-166.2186617,155.7140101,-388.947738,-156.6997287,129.585822,-389.3016363,-171.0534174,132.0751506,-388.2233715,-148.2429218,146.1487498,-381.7311464,-165.8950635,151.6286732,-381.7829144,168.0285342,30.88212286,24.01445531
206_Femur_R,-280.6149835,44.86159399,-320.0384932,-297.3613627,62.52511487,-557.5953022,-274.3427096,65.7546796,-546.5833745,-317.540635,58.00504328,-546.9822553,-284.3188876,68.47373952,-563.6197526,-306.1732113,58.64985494,-562.6169621,-286.3369027,82.23265604,-552.4215089,-315.2293417,73.53658237,-552.768699,-284.9470029,48.14246063,-553.2716558,-304.382238,41.00663286,-551.7392364,-286.3080118,74.53725872,-542.51255,-311.9280411,68.73835098,-542.586122,238.8004998,43.88936919,34.12910773
207_Femur_R,-375.1776429,-143.394351,-452.3302343,-408.1578087,-133.608419,-788.0839933,-382.2650797,-113.3885636,-772.5201534,-429.663138,-153.4013279,-773.0839164,-396.397503,-117.1103895,-796.5987223,-416.2050038,-144.5789315,-795.1814163,-408.5907329,-101.6954671,-780.7715506,-437.8099413,-132.7572626,-781.2622558,-382.7985925,-142.4399017,-781.9731158,-401.5447097,-164.9087185,-779.8072526,-403.1171793,-111.0942735,-766.7666049,-430.3783062,-136.2973668,-766.8705888,337.5115442,62.03156508,48.23678281
208_Femur_R,-270.5427794,-333.1052982,-483.2814077,-306.2865749,-341.6689651,-842.0094718,-293.1301545,-309.1276211,-825.3806597,-315.6114846,-371.4714562,-825.9829989,-304.2184133,-320.1210921,-851.1068301,-307.8719259,-356.1187224,-849.5925435,-323.7354675,-312.3716917,-834.1966675,-334.1779208,-356.7219592,-834.7209498,-278.1042022,-336.2933721,-835.4804511,-283.4465518,-367.0978311,-833.1663864,-313.6499105,-318.1442142,-819.2334186,-325.4103772,-356.0274851,-819.3445178,360.6061276,66.27614043,51.53743558
209_Femur_R,-106.4487553,-665.8505209,-759.3956485,-148.3612164,-705.5867643,-1323.076615,-156.0244115,-650.9675065,-1296.947227,-137.6358732,-753.4686657,-1297.893701,-162.4762675,-674.6392407,-1337.371587,-139.165899,-726.4957475,-1334.99214,-195.123782,-679.4276393,-1310.800104,-174.4895125,-747.984369,-1311.623925,-114.2336809,-676.1296489,-1312.817354,-97.30160345,-722.2460795,-1309.18119,-176.8639433,-679.3590862,-1287.287868,-163.1041445,-740.1509573,-1287.462442,566.6320282,104.141835,80.98243324
210_Femur_R,131.1413162,-343.1187461,-413.6786554,122.1915913,-373.2807596,-720.742285,103.6995207,-349.6005621,-706.5083739,140.2931978,-392.9484605,-707.0239634,107.1033169,-362.525371,-728.5294312,132.2246745,-380.6403226,-727.2332339,93.00559834,-373.6766906,-714.0546899,121.4131661,-400.3991202,-714.5034644,130.2684246,-350.0884863,-715.1535815,150.817283,-367.2327494,-713.1727911,101.6012775,-368.6708516,-701.2464656,124.6507688,-393.6025176,-701.3415641,308.6712122,56.7309733,44.11495399
211_Femur_R,467.0557181,-379.3351615,-677.6215994,479.0630611,-429.4524794,-1180.603673,433.4359851,-411.0055155,-1157.287977,520.8499194,-442.5271809,-1158.132533,448.8502205,-426.5526554,-1193.359319,499.3234467,-431.6753418,-1191.236097,437.984582,-453.9180315,-1169.649134,500.1692609,-468.5596705,-1170.384244,471.5258005,-389.9372317,-1171.449161,514.7175444,-397.4278809,-1168.20455,446.0783879,-439.7768063,-1148.668768,499.1955204,-456.2664665,-1148.824543,505.615356,92.92752323,72.26199678
212_Femur_R,568.7875507,-90.93141017,-648.6963326,602.7313262,-126.7341697,-1130.207882,556.0740767,-133.2802785,-1107.887451,643.6333433,-117.572291,-1108.695956,576.2951133,-138.7916287,-1142.419035,620.592346,-118.8792805,-1140.386446,580.385493,-166.6800198,-1119.720954,638.9485085,-149.053668,-1120.424685,577.5682603,-97.58150447,-1121.444144,616.9621644,-83.11766526,-1118.338034,580.3269331,-151.0819711,-1099.636166,632.256996,-139.3279782,-1099.785291,484.0324263,88.9607763,69.17738796
213_Femur_R,198.9294972,76.03162576,-239.8379215,216.4164875,70.84285567,-417.863792,202.687451,60.12173263,-409.6114163,227.8192041,81.33759995,-409.910339,210.1808502,62.09514701,-422.3785353,220.6833315,76.65972292,-421.6270407,216.6460358,53.92173153,-413.9865339,232.1388631,70.39154916,-414.2467193,202.9703341,75.52555054,-414.6236368,212.9100406,87.43913472,-413.4752366,213.7438073,58.90523698,-406.5607268,228.198406,72.26860973,-406.6158619,178.9578965,32.89084059,25.57646795
214_Femur_R,82.5903366,101.6891996,-147.5344278,93.50207528,104.3034854,-257.0456542,89.48573009,94.36937974,-251.9692696,96.3487505,113.4014838,-252.1531496,92.87071426,97.72542743,-259.8228633,93.98604559,108.7146559,-259.3605873,98.82881109,95.35971807,-254.6605891,102.0166461,108.8988098,-254.8206401,84.89866085,102.6624435,-255.052498,86.52955431,112.0663191,-254.3460685,95.74992816,97.12193319,-250.0926617,99.34012155,108.6868033,-250.1265777,110.084555,20.23254423,15.73316488
215_Femur_R,58.48163252,365.810059,-417.2025977,81.50782141,387.6406608,-726.8819643,85.71788621,357.6335146,-712.5268009,75.61545019,413.9463865,-713.0467825,89.26245627,370.6384733,-734.7354456,76.4560275,399.1277981,-733.4282066,107.1985978,373.2691603,-720.1374006,95.86238483,410.9333816,-720.589998,62.75857456,371.4572851,-721.2456531,53.45630015,396.793083,-719.2479893,97.16686783,373.2314981,-707.2200688,89.60740412,406.6298019,-707.3159774,311.3006435,57.21423893,44.49074939
216_Femur_R,-85.46296672,223.6057013,-269.58861,-79.63055579,243.2618648,-469.6976948,-67.57953133,227.8298103,-460.4216534,-91.42712033,256.0790311,-460.7576559,-69.79773784,236.2527281,-474.7724693,-86.16897617,248.0579894,-473.9277556,-60.61045127,243.5198875,-465.3394823,-79.12326698,260.9345221,-465.6319424,-84.89411542,228.1477838,-466.0556146,-98.28551983,239.3204609,-464.7647612,-66.21213551,240.2576521,-456.9925412,-81.23316747,256.5052711,-457.0545156,201.156724,36.97078407,28.7491002
217_Femur_L,38.2922797,-51.19965265,417.9539948,27.81480363,-46.6493546,209.206268,8.065076339,-44.00932512,222.9296426,48.90257624,-41.75260162,220.513811,16.23288053,-47.15371278,205.3446254,39.43036317,-46.94688338,206.6944782,14.4297183,-32.66332337,212.6951979,41.09735602,-32.12265597,212.2066592,21.9257944,-61.66673973,213.8042864,40.915615,-63.88759045,218.1758538,16.15794927,-37.51757197,224.9718858,40.223371,-36.95065419,224.1569939,209.06003,40.97109275,29.97698108
218_Femur_L,46.81568451,-309.7025844,411.228442,34.00604721,-177.2785231,192.9895199,9.860266152,-182.8722972,209.1335579,59.78770653,-179.0061122,207.9552155,19.84612615,-175.4519346,188.5925311,48.20709179,-176.0581021,190.1481785,17.64160151,-164.6029825,205.2331496,50.24513737,-163.7318872,205.0463952,26.80621476,-195.9895565,188.6778285,50.02294296,-201.0132893,191.9488177,19.75451609,-177.2472898,215.2642393,49.1766137,-176.1489031,214.7479915,255.5942995,50.09076941,36.64949959
219_Femur_L,30.40899657,-307.7713924,130.7427986,22.08853259,-162.4013906,50.98592475,6.404708223,-170.7911821,58.25062947,38.83493708,-168.2336643,58.84341796,12.89099558,-159.9458641,49.10573915,31.31278126,-160.7920813,49.78396146,11.45905278,-159.2474977,61.98994576,32.63658805,-158.6968325,62.16780066,17.41190161,-171.5264794,42.48364361,32.4922623,-175.4147824,42.692079,12.83149052,-169.6180618,63.52614106,31.9425315,-168.8325289,63.59246611,166.0205604,32.53631877,23.80557969
220_Femur_L,21.17976786,-231.1737158,-28.31893964,15.38459158,-115.7136693,-25.80213319,4.460858584,-123.3041782,-24.34191165,27.0484082,-121.9679623,-23.09369974,8.978536768,-113.5777637,-26.08109776,21.80925098,-114.3243782,-25.96669875,7.981193237,-117.6434245,-18.06634684,22.73127813,-117.3732098,-17.76729935,12.12733322,-118.2568703,-34.10836968,22.63075571,-120.6748194,-35.33674008,8.937091689,-124.4337593,-20.75127078,22.24786998,-123.9830361,-20.437704,115.6327839,22.6614409,16.58050932
221_Femur_L,21.58249765,-189.5804147,-142.7759814,15.67712705,-88.97009417,-81.72716791,4.545681075,-96.41265677,-84.30595357,27.56272923,-95.86942917,-82.5236037,9.149262165,-86.94303849,-80.88509237,22.22395029,-87.66020743,-81.16454166,8.132954311,-94.61452961,-75.88361723,23.16350964,-94.528434,-75.48203359,12.35793246,-86.98236142,-90.353141,23.0610758,-88.49032009,-92.66913194,9.107029014,-99.23896207,-81.71276905,22.67090957,-99.00096669,-81.20640181,117.8315222,23.09234447,16.89578497
222_Femur_L,37.61216868,-161.7126755,-380.6751565,27.32078357,-63.06328451,-200.8704392,7.92183213,-72.04882597,-211.247574,48.03401524,-72.78203204,-208.0842407,15.94456756,-60.7377274,-197.8332566,38.7300386,-61.57660455,-198.8799227,14.17343138,-76.67389786,-196.9694637,40.36742391,-76.89388238,-196.2883589,21.53636931,-52.54701405,-212.1570457,40.1889108,-52.80482285,-216.9663958,15.87096716,-78.57398148,-209.7965692,39.50896178,-78.65601737,-208.8249621,205.3469048,40.24340322,29.44455848
223_Femur_L,106.6973326,142.6623436,-1164.584003,77.50296864,129.9834259,-582.9308395,22.47247066,122.6272668,-621.1695517,136.2617865,116.3391486,-614.4380958,45.23118147,131.3887659,-572.1707863,109.8684801,130.812458,-575.9320063,40.20686321,91.01284914,-592.6523686,114.513377,89.50633738,-591.2911077,61.09387571,171.8277597,-595.7427248,114.0069751,178.0159222,-607.9236288,45.02239356,104.5386925,-626.8600434,112.0781115,102.9590369,-624.5894346,582.523363,114.161558,83.52764429
224_Femur_L,73.99369949,489.4949247,-649.9598175,53.74765455,280.1944242,-305.0261614,15.58446871,289.0355646,-330.5423342,94.49639873,282.9249344,-328.6799261,31.36744255,277.3074421,-298.0765788,76.19286358,278.2655095,-300.5353296,27.88312025,260.1603234,-324.377613,79.41406036,258.7835292,-324.0824418,42.36808711,309.7678161,-298.211394,79.06287493,317.7079878,-303.381298,31.2226499,280.145059,-340.232074,77.72522424,278.4090233,-339.4161277,403.9750351,79.17007683,57.92571634
225_Femur_L,45.34276268,458.9169911,-194.950191,32.93614405,242.1562216,-76.02495797,9.550041034,254.6662144,-86.85733718,57.90665707,250.8527073,-87.74124231,19.22172446,238.4947936,-73.22141892,46.6903933,239.7565855,-74.23271416,17.08655889,237.4534615,-92.43302038,48.6643176,236.6323663,-92.69821929,25.96283376,255.7626139,-63.34723232,48.4491139,261.5604508,-63.6580297,19.13299665,252.9169783,-94.72363653,47.62941198,251.7456725,-94.82253361,247.5527548,48.51480639,35.49642777
226_Femur_L,83.58360485,912.3014305,111.7575545,60.7135844,456.6511625,101.825257,17.60428366,486.6062638,96.06265463,106.7435431,481.3330359,91.13672475,35.43279957,448.2220479,102.9261597,86.06779016,451.1684789,102.4746967,31.49689393,464.2667272,71.2968341,89.70646806,463.2003548,70.11667636,47.85917552,466.6876229,134.6048981,89.30976747,476.2297908,139.4525256,35.26924116,491.0640304,81.89258865,87.79875143,489.2853011,80.65513213,456.3319571,89.43086319,65.43314116
227_Femur_L,66.01786024,579.9001359,436.7318806,47.95415245,272.1471508,249.9920461,13.90460653,294.9129152,257.880193,84.31055734,293.2512575,252.4282325,27.98632117,265.9466692,247.4162541,67.97997469,268.1403893,248.2710507,24.87757671,289.4126942,232.1174369,70.85395613,289.1493397,230.8890484,37.80119757,266.0669526,276.3776988,70.54062525,270.6795885,283.4619931,27.85713583,303.5581902,249.948002,69.34716098,302.8301955,248.399095,360.4302473,70.63627177,51.68185765
228_Femur_L,35.81858898,154.0012198,362.522222,26.01796045,60.05603895,191.2917003,7.544070416,68.61309449,201.1739894,45.74345775,69.31133678,198.1615033,15.18423244,57.84137872,188.3993493,36.88315198,58.64025304,189.3961039,13.49755493,73.01761449,187.5767474,38.44245668,73.22710879,186.9281218,20.50938267,50.041249,202.040092,38.27245617,50.28676389,206.6201027,15.11414176,74.82709043,199.7921775,37.6249313,74.90521434,198.8669026,195.5547005,38.32435006,28.0404607
229_Femur_L,81.52249572,-109.0016968,889.8047601,59.21643286,-99.31432237,445.3904866,17.1701752,-93.69382148,474.6069175,104.1113272,-88.88936134,469.4637235,34.55905325,-100.3880776,437.1692278,83.94542289,-99.94774741,440.043002,30.72020411,-69.53870755,452.8182573,87.49437371,-68.38765161,451.7781808,46.67900407,-131.285642,455.1794555,87.10745546,-136.0137307,464.4863207,34.39952807,-79.87317872,478.954759,85.63369994,-78.66623695,477.2198919,445.0791527,87.22556502,63.8196088
230_Femur_L,580.4191155,-122.7280477,821.7384988,308.4796653,-111.8207629,400.9555899,283.9289075,-105.4924843,453.1145362,365.8082388,-100.0830088,399.1547668,279.8084228,-113.0297338,406.8204026,329.5820207,-112.5339538,381.8198237,284.8750688,-78.29556846,424.2406253,339.6490216,-76.9995625,391.2646556,301.7654789,-147.8181625,417.5587587,346.4259689,-153.1416493,403.8739567,303.1766196,-89.93143751,447.6545345,352.1574776,-88.57250814,417.1199057,501.1270197,98.20969419,71.85627583
231_Femur_L,494.5794163,-66.44441777,228.1640354,253.1722671,-60.53926239,104.4881992,255.780653,-57.11316059,135.5893977,279.5639946,-54.18449465,88.12514413,241.3169944,-61.19379389,114.9992302,257.8863565,-60.92538076,89.80379945,248.408169,-42.38887163,121.7953859,265.1630886,-41.68721979,91.50701026,254.5186791,-80.02809405,114.0903143,271.7538534,-82.91020604,95.58453157,263.3271691,-48.68847925,127.819096,278.0267905,-47.95276095,100.243551,271.3079339,53.17029047,38.90266734
232_Femur_L,400.4603149,-49.05666479,-36.6895366,200.4498319,-44.69682181,-26.65060069,213.5988075,-42.16729213,-7.727508411,211.2840917,-40.00502496,-46.8557337,196.7498203,-45.18006982,-15.55344495,198.0431742,-44.98189738,-37.77998499,203.7927308,-31.29618313,-13.825755,203.32464,-30.77814564,-39.377205,204.8553978,-59.08564655,-21.00807897,209.043991,-61.21354242,-39.20307084,215.5555715,-35.94725465,-15.48164998,214.7747874,-35.40406551,-38.53980107,200.3097146,39.25622655,28.72227909
233_Femur_L,504.9238851,-75.41124427,-356.6432329,246.3704141,-68.70917463,-189.5478322,278.4199017,-64.82071255,-174.46242,245.2638837,-61.49681643,-224.7738391,249.9740958,-69.45203666,-171.9305547,234.6122873,-69.14740057,-202.5143456,260.6780929,-48.10934704,-175.0437964,240.4157409,-47.31300567,-208.700096,256.5723658,-90.82806881,-185.4222459,248.1636282,-94.09912842,-212.8642462,275.0649593,-55.25910115,-186.2893328,256.302709,-54.42409597,-216.3860182,307.9215615,60.34574307,44.15267148
234_Femur_L,438.2029471,-127.6105572,-949.8699363,200.6759599,-116.2693461,-486.2327815,260.4077087,-109.6893086,-491.2423457,169.2497146,-104.064627,-536.919704,220.863036,-117.5264137,-463.464007,172.4736745,-117.01091,-495.2864778,233.9154677,-81.41041352,-477.0830405,175.7447948,-80.06284835,-509.2618856,219.1174076,-153.698836,-488.8186478,183.5759232,-159.2341079,-521.9198513,245.4843704,-93.50919421,-505.7358902,192.5238541,-92.09620233,-533.9674097,521.0634357,102.116786,74.71494553
235_Femur_L,-36.38605139,-48.65088229,-397.1478233,-26.43015465,-44.32710267,-198.791769,-7.663588702,-41.81849652,-211.8319801,-46.46815666,-39.67411499,-209.536411,-15.42479136,-44.80635339,-195.1223628,-37.46747991,-44.60982016,-196.4050185,-13.71139236,-31.03731018,-202.1070164,-39.05148818,-30.52355775,-201.6427976,-20.83430624,-58.59690722,-203.1608933,-38.87879441,-60.70720175,-207.3148397,-15.35359026,-35.64990939,-213.7725584,-38.22101101,-35.11121335,-212.9982327,198.6528108,38.93151043,28.48469673
236_Femur_L,-157.2469736,-33.24944606,-222.6251489,-83.57321888,-30.29444771,-108.6267688,-76.92193491,-28.57999237,-122.7576549,-99.10465889,-27.11445887,-108.1388903,-75.80561441,-30.62198177,-110.2156621,-89.2902627,-30.48766517,-103.4425127,-77.17826862,-21.21181204,-114.9351436,-92.01761159,-20.8606985,-106.0013037,-81.7542135,-40.04685248,-113.1248943,-93.85362013,-41.48908993,-109.4174118,-82.13651932,-24.36419822,-121.2784329,-95.40639875,-23.99603748,-113.0060004,135.7651826,26.60694101,19.46728082
237_Femur_L,-396.7008211,-53.29488899,-183.0097598,-203.0687953,-48.55837972,-83.80970387,-205.1609746,-45.81031267,-108.7558916,-224.237529,-43.46123759,-70.68494136,-193.5597129,-49.08337768,-92.24057357,-206.8499538,-48.86808423,-72.03138628,-199.247525,-34.00000006,-97.69175185,-212.686601,-33.437207,-73.39752709,-204.1487487,-64.19031924,-91.51153458,-217.9730357,-66.50205353,-76.66809598,-211.2140149,-39.0528984,-102.5233535,-223.0045417,-38.46278073,-80.40508291,217.6153649,42.64774711,31.20372496
238_Femur_L,-934.580913,-114.4868065,85.62481557,-467.8031253,-104.3119505,62.19628211,-498.4897656,-98.40861855,18.03420113,-493.0877592,-93.36239161,109.350347,-459.1681617,-105.4397385,36.29811054,-462.1865481,-104.9772503,88.16966764,-475.6046711,-73.03798732,32.26608542,-474.5122566,-71.82900872,91.89720636,-478.0846879,-137.8921093,49.02795332,-487.8598869,-142.8581216,91.49081787,-503.0563962,-83.89250275,36.13055784,-501.2342283,-82.62482608,89.94290103,467.4761245,91.61487093,67.03109604
239_Femur_L,-978.5960168,-146.1549858,691.2123934,-477.4919804,-133.1656644,367.363793,-539.607285,-125.6294126,338.1266648,-475.3474073,-119.1873496,435.6355287,-484.4762977,-134.6054097,333.2196415,-454.7034843,-134.0149927,392.4942705,-505.2217788,-93.24101467,339.253434,-465.9511925,-91.69762068,404.4829105,-497.2644444,-176.0344261,359.3679694,-480.9674196,-182.3740864,412.5534751,-533.105051,-107.0979961,361.0484756,-496.741821,-105.4796675,419.3790425,596.7846293,116.9564474,85.57255799
240_Femur_L,-102.984497,-29.99046247,223.2341846,-47.16196667,-27.32510175,114.2722539,-61.19985515,-25.77869077,115.4495792,-39.77631103,-24.45680326,126.1844677,-51.90624302,-27.62053218,108.9212383,-40.53399168,-27.49938078,116.4000131,-54.97376714,-19.13271132,112.1219227,-41.30275573,-18.81601258,119.6844509,-51.49599324,-36.12161309,114.8799726,-43.1431925,-37.42248794,122.6592694,-57.69263892,-21.97611265,118.8557873,-45.24609521,-21.64403762,125.4906327,122.4579984,23.9990304,17.55917236
241_Femur_L,84.75261868,-113.3206137,925.061026,61.56273442,-103.2494015,463.0379596,17.85050002,-97.40620248,493.4120178,108.2364756,-92.41137774,488.0650377,35.92836844,-104.3657016,454.4909541,87.27154821,-103.9079244,457.4785944,31.93741459,-72.29400317,470.7600369,90.96111725,-71.09733955,469.67875,48.5285417,-136.487504,473.2147916,90.55886834,-141.4029312,482.8904178,35.76252248,-83.03795166,497.9321314,89.02671899,-81.78318787,496.1285246,462.7142897,90.68165775,66.34829966
242_Femur_L,125.3976564,-53.76400975,891.9119287,101.1791351,-56.53407314,446.4452269,61.86287154,-72.72796397,475.7308459,134.9265028,-24.98380642,470.5754721,80.31279826,-69.82406029,438.204499,122.9632468,-44.6901587,441.0850787,61.51917182,-44.96842448,453.8905874,110.2265897,-15.51491118,452.8480479,106.3192067,-90.57117623,456.2573772,143.7838282,-74.41342225,465.5862822,69.89257785,-52.09551503,480.0889836,113.7628462,-25.37004714,478.3500081,446.1331555,87.43212609,63.97074164
243_Femur_L,168.8555948,20.11346109,1111.638673,144.4409721,2.031089653,556.429131,112.0956513,-39.94919531,592.9294015,161.2056206,57.11625106,586.5039769,130.2003917,-25.31721767,546.1582607,160.5733356,28.39047897,549.7484848,94.42555348,-10.2004316,565.7086914,128.6443537,51.9443117,564.4093174,171.2001889,-31.50452806,568.6585512,201.5694135,9.282850286,580.2856763,107.9050392,-12.6751169,598.3611871,138.6027978,43.51064052,596.1938068,556.0401797,108.971446,79.73023794
244_Femur_L,56.67547101,42.38765062,462.6543013,51.63851721,30.78960531,231.5809418,48.71613578,8.927638698,246.7720355,46.21805502,54.13272159,244.0978299,52.19681665,17.96899202,227.3062954,51.96786679,43.64745246,228.8005153,36.1566757,15.97298104,235.4430138,35.55818376,45.49273071,234.9022257,68.26201624,24.27076476,236.6707197,70.72038762,45.29155243,241.5098275,41.53008766,17.88604685,249.0326972,40.90253786,44.52527272,248.1306524,231.4190637,45.35296355,33.18302831
245_Femur_L,24.52626906,57.2043766,406.8757529,25.78992705,46.15628006,203.6610701,33.17731734,28.22083843,217.0206944,11.39720719,61.55128173,214.6688965,31.85260359,36.6373957,199.9017837,20.38692542,56.09383843,201.2158574,20.51386575,28.06404819,207.0575227,7.077650791,50.2835821,206.5819331,41.31710131,48.50109733,208.1372139,33.94619607,65.59184992,212.392909,23.76512884,31.88386019,219.0088061,11.57340394,51.89676491,218.2155137,203.5187082,39.88511755,29.18241457
246_Femur_L,-17.18083933,144.2357848,949.5573808,-1.734948791,123.3809101,475.2995746,34.12444546,95.75166435,506.477962,-48.78847694,137.7012069,500.9893896,21.62586773,111.2166623,466.5262375,-24.25103544,137.1611115,469.5929929,8.713168544,80.65793628,483.2261386,-44.37062669,109.8875008,482.1162184,26.91104392,146.2385278,485.7458972,-7.929374193,172.1798,495.6777417,10.82703499,92.17205996,511.1177719,-37.16661795,118.3939646,509.2664042,474.9673337,93.08298044,68.10525557
